,nickname,text,score,like,dislike,time,watch_movie
1328,wnst****,다루는 인물이많아 산만하긴 하지만 미래의 모습같아 몰입해서 볼 수 있었다.,8,0,0,2011-09-27 21:21:00,0
1329,savo****,"첨엔 인셉션 이후 참 재밌는 영화라고 생각, 나중엔 정말 다큐멘터리 한편 본 기분",8,0,0,2011-09-27 20:50:00,0
1330,sayu****,보다가 내친구만 자는줄알았는데 어떤아저씨도 코골더군,1,0,1,2011-09-27 20:45:00,0
1331,dlgo****,실제로일어날수있는일이고정말소름끼쳤다,10,0,0,2011-09-27 20:41:00,0
1332,jh57****,아무것도만지지마라! 가 아니라 아무도 보지마라....-_-,1,0,1,2011-09-27 19:41:00,0
1333,grow****,영화보다가 자보기도 오랜만이다,1,0,1,2011-09-27 19:04:00,0
1334,dae1****,픽션에 젖어 있는 관중에게 친절하지 않은 영화. 오랜만에 잘 짜여진 리얼리티.,10,0,0,2011-09-27 18:31:00,0
1335,dyrn****,그냥 나레이터만 화려한 감염다큐. 중반이후 한명도 사망하지 않는 지루함.,1,0,1,2011-09-27 18:28:00,0
1336,lewi****,내가 이영화를 왜 돈주고 봤을까,1,0,1,2011-09-27 17:51:00,0
1337,daso****,생각보다 별점이 낮네요ㄷㄷ 현실성도 있고 괜찮은 영화라고 생각합니다,10,0,0,2011-09-27 17:41:00,0
1338,xyz_****,정말 전염병이 걸리면 이렇게 될거같다. 강력추천!!,10,0,0,2011-09-27 17:13:00,0
1339,lcs1****,조금더 암울했으면 내가 만들면 조금 더 암울하게 가겠다,8,0,0,2011-09-27 16:41:00,0
1340,ko36****,빵빵터지고 비명지르고 죽고 억지감동 좋으면 가서 강우석 감독 영화나 봐라.,9,0,0,2011-09-27 14:48:00,0
1341,chak****,"영웅심리 없이, 드라마는 있지만 너무 지나치지 않게, 과장하지 않아 더 무서움.",8,0,0,2011-09-27 14:20:00,0
1342,real****,솔직히.. 5점대 영화는 아니라고 봄..현실적으로 일어날수 인간들의 행태를 묘사.,8,0,0,2011-09-27 14:14:00,0
1343,tony****,배우 이름보고 보려는거면 보지마세요! 같이보자고 데리고간 친구가 미워지는 영화!,3,0,0,2011-09-27 13:32:00,0
1344,bi43****,불면증이 매우 심하신 분께 강추! 돈 아까워서 열심히 볼 수록 잠이 더 와요!,1,0,1,2011-09-27 13:07:00,0
1345,jiny****,단순한 사실의 나열!! 영화로서의 특색을 살리지 못한 안타까움! 소설이라면 대박,5,0,0,2011-09-27 13:04:00,0
1346,lalf****,"살금살금 다가오는 전염병. 다큐 분위기가 졸리운데, 그래서 더 무섭기도 하다",7,0,0,2011-09-27 12:55:00,0
1347,vict****,나도 잠와 죽는줄 알았네...  완전 기대 이하였음,4,0,0,2011-09-27 12:34:00,0
1348,sooo****,좋은 배우 좋은 소재가지고 이런 영화를.....,2,0,0,2011-09-27 12:14:00,0
1349,maom****,...사실감도 좋지만 너무 지루하다.  여자친구에게 몰매맞았다.  나가자고 해서,2,0,0,2011-09-27 10:48:00,0
1350,pjb1****,질병의 역학을 소재로 준수하게 만든 영화. 알고보는 전공자의 눈으로는 볼만했음,8,0,0,2011-09-27 10:26:00,0
1351,chas****,대단한 출연진에 비해...스토리전개가 아주 지루했다..,2,0,0,2011-09-27 09:51:00,0
1352,gono****,그럭저럭 볼만.. 지겹지도 않고 액션을 원한게 아님 한번쯤 볼만함,8,0,0,2011-09-27 09:50:00,0
1353,ses5****,쓰레기 오브 쓰레기 개 쓰레기,1,0,1,2011-09-27 09:45:00,0
1354,enjo****,올해 본 영화중 최악,1,0,1,2011-09-27 07:59:00,0
1355,chan****,졸았음,2,0,0,2011-09-27 05:40:00,0
1356,i1ur****,좀있으면 재미있어지겠네... 지려나... 지겹다... 끝 이게 뭔영화냐?,2,0,0,2011-09-27 03:42:00,0
1357,tao_****,소재도 소재지만 대중적이지않은 틀에 담은 영화라 반응이 좋진 않네요 전 좋았어요,8,0,0,2011-09-27 03:24:00,0
1358,skfo****,현실이란 항상 스펙타클하지만은 않으니까.,9,0,0,2011-09-27 02:29:00,0
1359,heyg****,"재밌는 편임, 중간에 지루함, 결말 초 허무함....!!! 캐스팅만 이유없이 쩌네요",6,0,0,2011-09-27 01:04:00,0
1360,88le****,나름 괜찮음,10,0,0,2011-09-27 00:59:00,0
1361,kids****,전 재미있게 봤는데요? 충분히 있음직한 얘기였고  다양한 사람들의 면을 보여줘서 좋았습니다,10,0,0,2011-09-27 00:08:00,0
1362,ryuh****,반전이나 뭔가의 교훈을 기대했는데; 이건뭐.. 1시간40분짜리 일기같은.. 돈아깝다,1,0,1,2011-09-27 00:04:00,0
1363,love****,무언가 특별한 시츄에이션이긴했지만 다소 무겁다...,6,0,0,2011-09-26 23:46:00,0
1364,cool****,딱히 맘에 들지는 않는데 뭐... 많이 준듯,6,0,0,2011-09-26 23:29:00,0
1365,hikc****,아깝다 돈,1,0,1,2011-09-26 23:19:00,0
1366,supp****,"초호화캐스팅 초라한시나리오 너무힘을뺀듯,,",7,0,0,2011-09-26 23:13:00,0
1367,032k****,단순한 재난 영화는 아니다..느끼는 것이 한두가지가 아니다..,6,0,0,2011-09-26 22:29:00,0
1368,disc****,"초반부 10분, 후반부 10분 빼고 같은내용만 80분 동안 보여주는 영화",4,0,0,2011-09-26 22:21:00,0
1369,chae****,영화가 담백합니다 못만든 영화는 아니구요 액션이나 sf 스릴러를 보려했다면 별하나짜리.,7,0,0,2011-09-26 22:02:00,0
1370,blmd****,킬러엘리트 볼려다가 청소년 관람불가라서 이거봤는데 재밌던데요? ㅎㅎ,10,0,0,2011-09-26 21:38:00,0
1371,blue****,이건뭐 ~ 돈아까워 죽겠다 ! 개나리에 내가 뒤집어질뻔했다 ㅋㅋㅋㅋ,4,0,0,2011-09-26 21:14:00,0
1372,tnck****,재미없음,1,0,1,2011-09-26 21:09:00,0
1373,jood****,공감 100%의 진정한 공포영화다.,9,0,0,2011-09-26 20:54:00,0
1374,cheo****,밋밋하다. 하지만 담백하다.,8,0,0,2011-09-26 20:49:00,0
1375,crim****,생각보다 별로인 건 어쩔 수 없음. 포스턴 왜 그렇게 만들었니....,7,0,0,2011-09-26 20:48:00,0
1376,tenc****,영화의 주제:바이러스. 영화의 부제:손은 씻고다니자. 영화의 현실: 용두사미의 극치,6,0,0,2011-09-26 20:43:00,0
1377,tjal****,내가 본 올해 영화 중 최악의 영화,3,0,0,2011-09-26 20:33:00,0
1378,pitr****,"한편의재난영화??다만..주제가쓰나미나지진이런게아니라 질병이주제라..더와닿는듯,,",10,0,0,2011-09-26 20:24:00,0
1379,tnlq****,처음 부터 끝까지 집중해서 봤는데이거 너무 마지막이 허무해서  생각보다 별로였음,6,0,0,2011-09-26 20:18:00,0
1380,suck****,세계 인류 멸망 영화중에서 젤 잼없는 영화. 왜 봤을까 정말 날 미치게만든 영화다..,1,0,1,2011-09-26 20:17:00,0
1381,pear****,"저도 잤어요. 안자려고 했는데 , 대체 집중도 안되고 지루하고...",5,0,0,2011-09-26 20:09:00,0
1382,ifor****,굳이 영화로 만들필요가?라는 생각이 들게 만들었던 영화~맷데이먼이 아까버ㅜㅜ,5,0,0,2011-09-26 19:50:00,0
1383,wnru****,정말 쐿 바로어제 여자친구랑보고왔는데 잤어요 잤어.. 오 하늘이시어,3,0,0,2011-09-26 19:49:00,0
1384,cya_****,영화보는내내 모든 사람들이 집중력을 잃게 만들더군요 ^^.... 잘뻔 했어요ㅜㅜ,1,0,1,2011-09-26 19:29:00,0
1385,2017****,최고의 영화 우리 현실적인 문제를 지적하는것 같다.,10,0,0,2011-09-26 18:45:00,0
1386,imi1****,실망스런 영화..잠못이루는 분에게 강추!! 소더버그 다음편은 내셔널지오그래픽??ㅋㅋ,3,0,0,2011-09-26 18:37:00,0
1387,vive****,식스센스의 반전은 소름 이었지만 컨테이젼의 반전은 하품이 나왔다.,3,0,0,2011-09-26 18:19:00,0
1388,krya****,이것이 현실생활에서 경험할 수 있는 진짜 공포. 맷데이먼 연기 참 잘한다.,9,0,0,2011-09-26 18:07:00,0
1389,dbwl****,최근 본 영화중 최고 연출방식도 좋고 음악도 좋다 산만한 분들은 안 좋아할 영화,8,0,0,2011-09-26 17:32:00,0
1390,amad****,다큐멘터리영화... 빠른 전개나 극적인반전을 바라신다면 비추,3,0,0,2011-09-26 17:25:00,0
1391,my00****,자다가 자다가 나중에는 잠이 안와서 혼났음..,2,0,0,2011-09-26 17:23:00,0
1392,joo9****,7광구보단 이게 차라리 낫지만 둘다 재미없다,2,0,0,2011-09-26 16:49:00,0
1393,hkjj****,항상 비누칠해서 손을 깨끗히 씻고 다닙시다ㅋㅋ,4,0,0,2011-09-26 16:48:00,0
1394,jjam****,정말 시간 돈아까운 칠검이후로 최악의 영화.. 이거 잼있으신분은 매국노;;;,1,0,1,2011-09-26 16:47:00,0
1395,pron****,캐스팅이 아까운 영화...,1,0,1,2011-09-26 16:30:00,0
1396,hann****,호화캐스팅해놓고 줄거리 왜 이따윈데!!!!!! 연출 왜 이러는데!!!!!!!!!!!!!!!!!!,2,0,0,2011-09-26 16:27:00,0
1397,zzuz****,세계적인 배우들 출연료 주고 남은 돈으로 영화찍은 듯. 정말 재미없다,1,0,1,2011-09-26 16:16:00,0
1398,juns****,오션스 시리즈를 이을 역대 최고의 호화 캐스팅,7,0,0,2011-09-26 16:16:00,0
1399,djfi****,다큐멘터리다싶을정도로 심도있는 묘사 다만 영화광 아니면 안먹힐거같다,10,0,0,2011-09-26 15:58:00,0
1400,wjsw****,끝이 허무하다. 그렇게 재밌다고는 말못함.,6,0,0,2011-09-26 15:50:00,0
1401,whaa****,B급영화 보다재미없다. 촬영기법은훌륭하다.촬영기법공부하시는분만 보시길.,1,0,1,2011-09-26 15:42:00,0
1402,redl****,"냉철하고 동요치 않는 서사의 진행, 그래서 재난이 더욱 섬뜩하다",8,0,0,2011-09-26 15:38:00,0
1403,wlsx****,심야영화 봐도 잠안자는 난데 이거는 5시꺼보고 숙면했음...말도 안되게 졸림,1,0,1,2011-09-26 15:37:00,0
1404,mins****,정말 심심한 영화,1,0,1,2011-09-26 15:09:00,0
1405,qhfd****,소재가 흥미로워봤지만 영화초반부터 긴장감없이 다큐멘터리보는기분,5,0,0,2011-09-26 14:52:00,0
1406,psh_****,전염병으로 인한 각계의 혼란과 서로간의 갈등 등을 현실적으로 담아낸 영화.,7,0,0,2011-09-26 14:39:00,0
1407,semp****,사람도 없고 옆에 아저씨 다리 올리고 코 골면서 잠 ㅠㅠ,3,0,0,2011-09-26 13:57:00,0
1408,myje****,다 좋은데 재미만 없는 영화. 손씻기의 중요성을 일깨워 주는 영화 ㅋㅋㅋ,5,0,0,2011-09-26 13:54:00,0
1409,wood****,"절대보지 마삼. 예전에 봤던 ""에볼라바이러스"" 영화보다 재미없음. 완전예방의학영화",2,0,0,2011-09-26 13:51:00,0
1410,best****,완전 지루..완전 재미없음..완전...아무것도 없음..보지말것,4,0,0,2011-09-26 13:43:00,0
1411,irub****,...맷데이먼때무에봤다가.. 휴..,6,0,0,2011-09-26 13:33:00,0
1412,cpat****,소더버그는 죽지않는다 그냥 재미가 없어질 뿐이다,7,0,0,2011-09-26 13:26:00,0
1413,sdu3****,현실적 공포 속에서 삶이라는 것의 모든 요소를 보여준 소더버그에게 경의를 표함.,9,0,0,2011-09-26 13:25:00,0
1414,dhrw****,정말 잠쏟아졌음.. 지루한 다큐멘터리 보는기분.,5,0,0,2011-09-26 12:52:00,0
1415,yuub****,이정도 캐스팅으로..이렇게 못만든건..감독탓인가? 작가탓인가? 기대를 너무했는지..,4,0,0,2011-09-26 12:39:00,0
1416,tlsw****,돈날렸네..지루한 영화,1,0,1,2011-09-26 12:27:00,0
1417,crom****,평점이 왜이렇게 낮어.. 일상에서의 공포를 못느끼겠냐? 현실성에 전염됐냐?,10,0,0,2011-09-26 12:17:00,0
1418,kahn****,세상을 구하는건 영웅이 아니라 이성과 인류애다.,7,0,0,2011-09-26 12:01:00,0
1419,9874****,클라이막스가 없는 영화...반전이 없는 영화...,4,0,0,2011-09-26 12:00:00,0
1420,kim0****,케이트의 연기가 정말 압권..!!,9,0,0,2011-09-26 11:40:00,0
1421,sskk****,바이러스 생김 - 인간들 픽픽 죽어나감 - 치료제개발 끝임.... 광고빨 돈날렸네 퉤,1,0,1,2011-09-26 11:27:00,0
1422,kyz1****,바이러스가 퍼지면 미국은 아마 이렇게 할거래,5,0,0,2011-09-26 11:06:00,0
1423,kyo7****,재미있게 봤다 현실성굿,9,0,0,2011-09-26 11:05:00,0
1424,rs44****,잘 되가던 여자친구와의 관계에 최초로 위기가 찾아왔다 ;;;,1,0,1,2011-09-26 11:04:00,0
1425,zee_****,잼있었는데! 현실감있고!,10,0,0,2011-09-26 10:58:00,0
1426,geon****,현실감만있는걸 극장가서 돈주고볼수는없는거다.. 귀네스팰트로의 발작증세만 볼만했음,3,0,0,2011-09-26 10:38:00,0
1427,clot****,왠지....너무 재미없었다.,1,0,1,2011-09-26 09:57:00,0
1428,qorg****,다큐 확실!! 주연없는 호화케스팅~!! 대~단한 바이러스 납셨다 그죠??ㅎ,1,0,1,2011-09-26 09:54:00,0
1429,pl25****,이건 7광구를 생각나게 하는 아름다운 영화였다  단점은 계속보기가 어려웠다,1,0,1,2011-09-26 09:34:00,0
1430,femm****,돈아까워 결말이...왜 그렇게 허술하지..?,1,0,1,2011-09-26 08:57:00,0
1431,m20m****,평점따위 안 믿는다고 봤다가 피본 케이스. ㅠㅠ,1,0,1,2011-09-26 08:45:00,0
1432,free****,저런 대단한 배우들 모아놓고 이따위로 밖에 못만들다니..ㅠㅠ,4,0,0,2011-09-26 08:39:00,0
1433,clar****,명배우들만 모아놓은 역할극. 다큐라고 생각하고 보시라.,6,0,0,2011-09-26 08:34:00,0
1434,gums****,미국 잘난 영화 불면증걸리신 분들에게 강추 돈 아깝.. ㅜ ㅜ,1,0,1,2011-09-26 08:22:00,0
1435,dldy****,액션 sf 스릴러 라고 써 있지만.. 3장르다 속하지 않는다. 맷 데이먼 은 멋있다!!,6,0,0,2011-09-26 05:19:00,0
1436,supe****,현실감,9,0,0,2011-09-26 04:48:00,0
1437,jood****,바이러스가퍼졌다그로인해많은사람이죽었다치료제를발명해평화로워졌다..이게끝임,1,0,1,2011-09-26 04:08:00,0
1438,prin****,완전 지루하고 재미없음!,2,0,0,2011-09-26 02:10:00,0
1439,0311****,저는 영화평을 잘주는편인데. 별로입니다.,2,0,0,2011-09-26 01:44:00,0
1440,sung****,개인적으로 재밌었습니다.,10,0,0,2011-09-26 01:22:00,0
1441,agse****,아시아는 전염병 제조국. 미국은 순수한 피해자. 전형적 미국우월주의영화.,1,0,1,2011-09-26 01:15:00,0
1442,mini****,월드인베이젼 이후로 최악의 헐리웃영화. 이제 '이젼'으로 끝나는 영화 절대 안봄!!,1,0,1,2011-09-26 01:11:00,0
1443,fubu****,왜 0점은 없는걸까?? 0점 주고싶다...,1,0,1,2011-09-26 01:09:00,0
1444,dhld****,레알OO,1,0,1,2011-09-26 00:59:00,0
1445,kta1****,영화라만들엇는지 보는도중나온거첨이내 버스타고창문으로지나가는 사람구경이더재밋겟내,1,0,1,2011-09-26 00:51:00,0
1446,st91****,졸면서 영화본거 이번이 처음이네요.여자친구 저몰래 졸다가 놀래서 사레걸렸습니다.,1,0,1,2011-09-26 00:40:00,0
1447,real****,약간 지루한 내용에 긴장감 제로네요 보는내내 언제끝나나 시간보고있었음,4,0,0,2011-09-26 00:31:00,0
1448,craz****,이 영화 관객반응.. 영화도중 5팀 나감 잡담이 유난히 많음 영화 끝난 후 들려오는 ㅅㅂ,1,0,1,2011-09-26 00:25:00,0
1449,maeh****,그렇게 재밌진 않았지만 작품성은 충분한 영화라고 생각합니다.,7,0,0,2011-09-26 00:14:00,0
1450,olor****,영화가 꼭 오락적일 필요는 없다고 생각합니다.이런 영화도 필요하다고 생각해요.,9,0,0,2011-09-25 23:35:00,0
1451,news****,ㅋ이영화5점이상주는새끼들 알바생이다 OOO고잇다진짴ㅋㅋ 절대보지마세요 이영화,1,0,1,2011-09-25 23:31:00,0
1452,yms2****,이 영화에 엄청난 교훈이 숨겨져 있더군요... 그 교훈은 손을 깨끗하게 씻어라 입니다,10,0,0,2011-09-25 23:09:00,0
1453,8973****,접촉하면 옮기는 전염병... 그리고 그 전염병의 백신을 만든다. 별 내용 없음.-끝-,1,0,1,2011-09-25 23:09:00,0
1454,yoon****,최근 본 영화중 최악.. 소재도 좋고 배우도 빠방하고 긴장감 제로 가문의영광이나보길,1,0,0,2011-09-25 23:04:00,0
1455,mysk****,스토리가 너무 뻔해요 정말 지루함,4,0,0,2011-09-25 22:56:00,0
1456,love****,"전염병을 둘러싼 모든 사회적 현상을 리얼하고, 진짜 긴장감 있게 연출한 수작",10,0,0,2011-09-25 22:39:00,0
1457,jht7****,제 2의 왓치맨인가? 전문가 평점은 우수한데 네티즌 평점은 개까이네,10,0,0,2011-09-25 22:38:00,0
1458,phoj****,현실적이라서 좋았다,10,0,0,2011-09-25 22:38:00,0
1459,jose****,트랜스포머나 처보는 초딩들이 이 영화를 까지 ㅉㅉ,10,0,0,2011-09-25 22:37:00,0
1460,qcin****,영화 보고 집에 와서 손을 박박 씻었다,7,0,0,2011-09-25 22:27:00,0
1461,jjaj****,평점이 왜이리 낮은지 도무지 이해가 안감. 이제부터 손 열심히 씻어야지ㅠㅠ,9,0,0,2011-09-25 22:26:00,0
1462,dive****,밑도끝도 없이 재미없다라고 하는 애들말은 듣지 마세요,9,0,0,2011-09-25 22:20:00,0
1463,chfh****,평점이 왜이렇게 낮은거지..,9,0,0,2011-09-25 22:20:00,0
1464,love****,이상하다 평점이 낮은 이유를 모르겠다. 잘 만든 영화라 생각했는데,8,0,0,2011-09-25 22:10:00,0
1465,rock****,인간의 본성.. 그 이후의 모습들을 간단히 정말 간결히 나타낸다.,7,0,0,2011-09-25 21:56:00,0
1466,mylo****,무슨 얘기 하고 싶은 지는 알겠는데 감독 의욕이 너무 큼.,4,0,0,2011-09-25 21:55:00,0
1467,jk06****,재미있었다,10,0,0,2011-09-25 21:46:00,0
1468,neo3****,뻔하다못해 뻔뻔하다.,2,0,0,2011-09-25 21:44:00,0
1469,acii****,의도는 알겠지만. 영화적 재미는 부족.,6,0,0,2011-09-25 21:24:00,0
1470,13an****,뭐야. 별점 왜이렇게 높아? 보고서영화임. 마지막 1분이 제일 잼잇음. 진심화남,1,0,0,2011-09-25 21:19:00,0
1471,rlat****,뭐야이거 예언영화인가 왜케 현실감있음,8,0,0,2011-09-25 21:10:00,0
1472,styo****,솔직히 넘 지루하다.. 뭔가 더 있을거라 생각하고 끝까지 봤는데 결말도 영 밋밋함;;,7,0,0,2011-09-25 21:10:00,0
1473,shka****,1점도아깝다. 보는내네 맨뒷자리서 발광하면서봤따 잠쫒을려고.재미드럽게없다,1,0,0,2011-09-25 21:02:00,0
1474,jdki****,영화를 현실성있게 만든것에 대해 많은 평점을 주고 싶군요 괜찮군요,9,0,0,2011-09-25 20:44:00,0
1475,eunj****,내용전개가 별다른 긴장감없이 무난하게 흐르다가 끝도 약간은 허무하게 그래도 나름 재밌었어,7,0,0,2011-09-25 20:44:00,0
1476,junt****,말하고자 하는 내용이 뭔지 모르겠다는... 핵심 없는 영화.,3,0,0,2011-09-25 20:38:00,0
1477,ziel****,이영화를 SF나 반전이있는스릴러로 착각하지말것..,8,0,0,2011-09-25 20:31:00,0
1478,club****,"전형적 소더버그식 연출이긴하나, 식상한 소재이니 만큼 좀 더 힘을 냈어야.",6,0,0,2011-09-25 20:29:00,0
1479,skte****,인간들아 평점 좀 높게 줘라~~이 정도면 잘 만든 영화임,10,0,0,2011-09-25 20:26:00,0
1480,fheh****,시사하는 바가 많은 영화네요,10,0,0,2011-09-25 20:26:00,0
1481,dudt****,현실적으로 시작해서 현실적으로 끝난다,8,0,0,2011-09-25 20:05:00,0
1482,finn****,"있을법하며, 충분히 벌어질수있는..그래서 재미있었고 두려웠음~절대 재미없지 않음..",8,0,0,2011-09-25 20:00:00,0
1483,eogh****,지루하단놈들은 가문의영광이나봐라.. 니들수준으론 딱이다,10,0,0,2011-09-25 19:48:00,0
1484,k30i****,무슨내용인지도 모르겠고 재미도 없었고 뭔가 그랬음 ㅡㅡ,1,0,0,2011-09-25 19:41:00,0
1485,pian****,지루함도 없지않아 있었고 극의 전개가 좀 그랬음..,3,0,0,2011-09-25 19:30:00,0
1486,god7****,괜찮았다는 사람들은 뭔 고상한 의미를 읽어냈는지 모르겠다만 보는 내내 지루했음,1,0,0,2011-09-25 19:09:00,0
1487,yssh****,홍보부터가 잘못됫네...장르 자체가 원래 드라마라 스펙터클한 내용을 기대하면 안됨..,8,0,0,2011-09-25 18:39:00,0
1488,rla4****,이 영화는 과정과 상황을 음미하면서 봤어야지 1점주는애들은 무슨 SF를 원햇나,8,0,0,2011-09-25 18:20:00,0
1489,hjki****,"평점이 왜이런지 이해안가 ㅋ,리얼 재난영화치고 매우 괜찮았는데",8,0,0,2011-09-25 18:06:00,0
1490,ab06****,소더버그식 공포가 맘에들었음.,8,0,0,2011-09-25 17:28:00,0
1491,hieb****,졸려,1,0,0,2011-09-25 17:17:00,0
1492,muji****,그럴싸한 등장인물은 많은데 역할을 제대로 해내는 넘이 하나도 없어요....,1,0,0,2011-09-25 16:58:00,0
1493,ghj9****,캐스팅은 익스펜더블보다 더 한데 평점은 익스펜더블보다 못하네 ㅋ 동정의 한표,10,0,0,2011-09-25 16:44:00,0
1494,choi****,그래서 뭐... 악수를 하지 말라는 거야?,1,0,0,2011-09-25 16:37:00,0
1495,elmo****,예전에 더스틴 호프만 주연의 [아웃브레이크]가 생각났던 영화.별루...,2,0,0,2011-09-25 16:25:00,0
1496,ksc2****,차가운 질병영화,9,0,0,2011-09-25 16:17:00,0
1497,jcmb****,감독이이영화로인한 엄청난손해+전세계관객들의악플 에시달려죽었으면좋겠습니다.,1,0,0,2011-09-25 16:04:00,0
1498,semb****,"영화자체가바이러스,보는내내깨어날려고발버둥친기억밖에 없어요자고일어나면스킵스킵",5,0,0,2011-09-25 15:59:00,0
1499,love****,영화 내내 뛰쳐나가고 싶었다,5,0,0,2011-09-25 14:49:00,0
1500,koni****,기대한것과 재미있네요 ㅋ,10,0,0,2011-09-25 14:25:00,0
1501,gulu****,지루함,2,0,0,2011-09-25 13:53:00,0
1502,yswo****,조금 아쉬움 ㅋㅋ,9,0,0,2011-09-25 13:50:00,0
1503,meka****,솔직히 실망스러운 영화. 이게끝이야? 라는생각이 떠나질않음,2,0,0,2011-09-25 13:43:00,0
1504,appl****,내용이랑 메세지는 현실적이라 많이 이입이 되었지만 그 이입을 끝까지 끌고가는 긴장감이 없다.,5,0,0,2011-09-25 13:42:00,0
1505,3tri****,션 팽이 오란테스 박사님을 강제로 납치하는 내용,10,0,0,2011-09-25 13:01:00,0
1506,sri0****,진짜 현실에 일어날 수 있는 엄청난 접촉감염이 주는 재앙이라 진짜 재미있었음.,10,0,0,2011-09-25 12:56:00,0
1507,gjdm****,1점도 아깝다 진짜 ㅡㅡ 돈 환불받고싶읔ㅋㅋㅋㅋㅋ 아 짜증나는영화,1,0,0,2011-09-25 12:55:00,0
1508,dlfr****,별하나주기도아까운 별희한하고 이상한영화 -- 돈과시간을버렸다,1,0,0,2011-09-25 12:55:00,0
1509,sato****,"현실에 있을법한, 지금 당장 일어날 수도 있는 일인것처럼 확 다가옵니다. 좋았어요!",10,0,0,2011-09-25 12:45:00,0
1510,choi****,돈아까웟습니다.,2,0,0,2011-09-25 12:31:00,0
1511,wjd0****,아 진심 재미없음 왜 만들었냐 1점 주기도 아까워ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,2011-09-25 12:19:00,0
1512,gibb****,돈이아까운게아니라 시간이아까워서 눈물이나는 영화,1,0,0,2011-09-25 12:16:00,0
1513,nomo****,출연배우가 화려해서 제대로 낚임 젝일 이게 왜쟝르가 액션이냐 뻥쟁이들,1,0,0,2011-09-25 11:58:00,0
1514,eotm****,진심 재미없어요 ;; 1점주기도 아까워요 이런영화는 ;; 전잤어요 아예 재미없어서 ;;,1,0,0,2011-09-25 11:46:00,0
1515,zamb****,왜 이런 영화를 만들었을까?,1,0,0,2011-09-25 11:32:00,0
1516,audw****,이 영화 진짜 생각없이 보면 잡니다 진짜 재미없어요 돈아까움,1,0,0,2011-09-25 11:04:00,0
1517,cat_****,데이트나 생각없이 킬링타임으로 영화보실분은 보시면 100퍼센트 욕하는 영화입니다.,1,0,0,2011-09-25 10:36:00,0
1518,irel****,영화장르를 첨부터 다큐로 해 놓지 ㅋㅋ 그래도 현실감있는 내용이였고 난 끝까지 재밌게 잘봤다 ㅎ,10,0,0,2011-09-25 10:28:00,0
1519,rmrk****,남자친구랑 보러갔는데 다시는 영화보지 말자네요 ^^ 이걸 선택한 내가 죄인이지...,10,0,0,2011-09-25 09:18:00,0
1520,infi****,극히 현실적인 재난영화. 인간의 대처가 주제.,10,0,0,2011-09-25 08:25:00,0
1521,jack****,옹박3 이후 최고의 반전영화,10,0,0,2011-09-25 07:55:00,0
1522,skyb****,<트래픽>의 바이러스 버젼,9,0,0,2011-09-25 03:31:00,0
1523,chlg****,집중이 않되는 영화.,1,0,0,2011-09-25 03:31:00,0
1524,juic****,진짜로... 보다 졸다를 반복. 효과음만 긴박. 말만 스릴러. ㅜ.ㅜ,5,0,0,2011-09-25 03:26:00,0
1525,iron****,쩌는출연진으로 찍은 WHO홍보영상.니들도 낚여봐라,10,0,0,2011-09-25 03:05:00,0
1526,lanc****,세계보건기구의홍보영상물같음.기네스펠트로등헐리웃스타들의 존재감이엑스트라수준,3,0,0,2011-09-25 02:21:00,0
1527,pzm9****,주인공도 누가 누군지 ㅠㅠ 이야기가어지럽고밑에분처럼다큐같기도해요.,6,0,0,2011-09-25 02:14:00,0
1528,kim3****,너무 내용이 생략된것만 같아요 ..,5,0,0,2011-09-25 02:04:00,0
1529,choi****,나만 당할수 없다,10,0,0,2011-09-25 01:46:00,0
1530,wns0****,다큐 같에요 ;; 별로임,1,0,0,2011-09-25 01:41:00,0
1531,sonu****,안타깝다... 이런영화가 평점이 요것밖에 안되다니...,7,0,0,2011-09-25 01:18:00,0
1532,shki****,최대한 사실적으로 만들어보려고 노력한 영화. 다만 다소 긴박감이 떨어짐,8,0,0,2011-09-25 00:49:00,0
1533,iric****,리얼리티를 높이려다 영화적 특성이 죽어버렸다고나 할까... 기다린 보람이 없음.,3,0,0,2011-09-25 00:35:00,0
1534,leeg****,보다가 졸뻔...,2,0,0,2011-09-25 00:29:00,0
1535,wide****,아주 사실적인 드라마. 잔잔하지만 흥미진진하다.,9,0,0,2011-09-25 00:02:00,0
1536,shon****,영화가 끝나고 관객은 전부 움직이지 않았다. 기가막혔기 때문이였다.너무 쓰레기여서,1,0,0,2011-09-25 00:00:00,0
1537,pink****,으잉싶었던영화,5,0,0,2011-09-25 00:00:00,0
1538,yunj****,"사실성은 죽여주나, 심각성이 뭔가... 부족해 보였음",7,0,0,2011-09-24 23:14:00,0
1539,bilo****,스릴러란 말 보고 봤지만 전혀 스릴없음..,6,0,0,2011-09-24 23:13:00,0
1540,cogh****,뭐하자는 영화인지ㅡㅡ 기네스 팰트로는 대체 왜 이런 영화 나와서 이미지 깎아먹지?,5,0,0,2011-09-24 23:06:00,0
1541,epff****,괜찮긴한데 좀 지루한 감이 있었네요,7,0,0,2011-09-24 23:02:00,0
1542,hisp****,현실적이다고 평점이 낮다니 안타깝네,10,0,0,2011-09-24 22:51:00,0
1543,redb****,머지이건,2,0,0,2011-09-24 22:45:00,0
1544,pbyf****,진짜 내가 영화보다가 하품 골백번 한건 이영화가 처음이다. 진짜 재미없다.돈버림,1,0,0,2011-09-24 22:01:00,0
